ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,E_ID,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var
es086,Music prevents stress-induced depression and anxiety-like behavior in mice,10.1038/s41398-023-02606-z,Translational Psychiatry,Fu_2023_TRANSPSY,2023,ex002,,out006,,Mus musculus,Mouse,C57BL/6,Male,Young adult,>8weeks,Young adult,,Factorial,,Independent,Yes,Maternal separation,Induced,Maternal Separation,,Young adult,,28,,None,,Before,,Single trial,,1.5,,28,,Short,dark phase,mixed,"Baroque, classsical (eastern/western), romantic (?)",Mixed,Not reported,86-22017,1,ambiet sound,Not reported,,Not applicable,0,Depression,Sucrose Preference Test (SPT),,Consumption,percentage,%,light phase,2,Figure 1,Fu_2023_fig_1F,CUMS_,CUMS+MUSIC,CUMS_CUMS+MUSIC,Yes,,10,14,53.91,3.245,10.26,,87.105,1.498,5.603,,,No,,Yes,Not reported,not reported,No,,Yes,,1,4,Fu_2023_TRANSPSY_Ex-ID,-0.3781634885929877,0.0019024783287253462
es087,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out001,,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_male,control_,music.therapy,control_music.therapy,Yes,,10,10,78.607,6.302,19.928,,74.295,2.819,8.915,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.05641709928554817,0.004824786408479182
es088,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_male,control_,music.therapy,control_music.therapy,Yes,,10,10,56.385,7.96,25.172,,44.279,3.814,12.062,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.24169264165799614,0.015189535162922964
es089,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_male,control_,music.therapy,control_music.therapy,Yes,,10,10,38.308,4.312,13.635,,30.846,3.483,11.013,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.2166516693579502,0.012707981968531139
es090,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out004,,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_male,control_,music.therapy,control_music.therapy,Yes,,10,10,25.373,3.98,12.586,,24.544,0.829,2.622,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.03321819133683483,0.02044759862948749
es091,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out001,,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,,10,10,41.176,4.967,15.708,,41.83,2.484,7.854,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.015758223103653525,0.010915663110226289
es092,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out002,,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,,10,10,41.83,6.667,21.082,,33.595,9.02,28.523,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.21923653908199375,0.054694981667933136
es093,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out003,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,,10,10,61.307,4.967,15.708,,59.869,4.444,14.055,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.023735186977042633,0.00606109256485096
es094,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out004,,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Open Field Test,,Motion,count,N/A,Not reported,1,Figure 1,Sampaio_2017_fig_1_female,control_,music.therapy,control_music.therapy,Yes,,10,10,42.484,7.712,24.389,,55.163,6.797,21.495,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.2611649042240039,0.02577036055656111
es095,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out005,,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_male,control_,music.therapy,control_music.therapy,Yes,,10,10,36.328,3.104,9.817,,29.855,3.236,10.235,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.11254226316685387,0.0031794108218744393
es096,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out006,,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_male,control_,music.therapy,control_music.therapy,Yes,,10,10,22.259,5.68,17.963,,17.834,4.491,14.203,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.11949835523659541,0.0187180814099056
es097,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out007,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_male,control_,music.therapy,control_music.therapy,Yes,,10,10,24.24,6.341,20.051,,14.201,4.491,14.203,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.2869015160868807,0.024448733679032882
es098,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out008,,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_male,control_,music.therapy,control_music.therapy,Yes,,10,10,12.88,5.416,17.127,,3.303,3.303,10.443,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.6974085007901497,0.1927408305988341
es099,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out009,,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_male,control_,music.therapy,control_music.therapy,Yes,,10,10,26.455,5.093,16.104,,13.029,3.836,12.13,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.38042579208743565,0.01873501173406499
es100,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out010,,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_male,control_,music.therapy,control_music.therapy,Yes,,10,10,11.243,3.638,11.503,,8.135,3.704,11.712,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.16736558209377703,0.043768820729271865
es101,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out011,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_male,control_,music.therapy,control_music.therapy,Yes,,10,10,8.796,4.563,14.431,,5.291,2.315,7.32,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.2603074699914047,0.06160339554322925
es102,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out012,,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_male,control_,music.therapy,control_music.therapy,Yes,,10,10,3.836,1.852,5.856,,0.331,0.661,2.091,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,1.2309664010673218,0.815157574964244
es103,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out013,,Rattus norvegicus,Rat,Wistar,Male,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,,10,10,6.961,0.818,2.586,,6.044,0.638,2.018,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.1412570977760364,0.012545244376663194
es104,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out014,,Rattus norvegicus,Rat,Wistar,Male,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,,10,10,6.064,0.918,2.902,,4.887,0.798,2.523,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.2157910300520528,0.024848779685851266
es105,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out015,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,,10,10,4.767,0.499,1.577,,4.289,0.878,2.775,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.1056635706879454,0.03140140919674535
es106,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex001,,out016,,Rattus norvegicus,Rat,Wistar,Male,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,Not reported,1,Figure 2,Sampaio_2017_fig_2c_male,control_,music.therapy,control_music.therapy,No,,10,10,3.172,0.539,1.703,,2.194,0.359,1.135,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.3686359419195631,0.027812425610735696
es107,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out005,,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_female,control_,music.therapy,control_music.therapy,Yes,,10,10,33.534,4.752,15.028,,29.384,2.677,8.467,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,0.0751428105500955,0.00509212985988312
es108,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out006,,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_female,control_,music.therapy,control_music.therapy,Yes,,10,10,19.411,2.811,8.89,,23.628,2.544,8.043,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.106678205071352,0.004951953926664149
es109,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out007,,Rattus norvegicus,Rat,Wistar,Female,Young adult,3 months,Young adult,3 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T3,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_female,control_,music.therapy,control_music.therapy,Yes,,10,10,12.584,2.209,6.985,,21.017,4.953,15.663,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.27252958183253545,0.013002200914700278
es110,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out008,,Rattus norvegicus,Rat,Wistar,Female,Adult,4 months,Adult,4 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T4,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Open arm entries,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2a_female,control_,music.therapy,control_music.therapy,Yes,,10,10,6.292,2.677,8.467,,11.981,4.083,12.912,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.3321926339595483,0.04024434847807973
es111,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out009,,Rattus norvegicus,Rat,Wistar,Female,Juvenile,1 month,Juvenile,1 month,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T1,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_female,control_,music.therapy,control_music.therapy,Yes,,10,10,9.564,2.663,8.423,,25.726,3.329,10.528,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-0.5258310053783587,0.015558269286172937
es112,Effect of music therapy on the developing central nervous system of rats,10.1037/pne0000087,Psychology & Neuroscience,Sampaio_2017_PSYNEURO,2017,ex002,,out010,,Rattus norvegicus,Rat,Wistar,Female,Adolescent,2 months,Adolescent,2 months,Repeated Measures,,Dependent,No,,Innate,,,,,,,None,,Before,,T2,,4,,4,,Acute,both,classical,Mozart k.448,Western Art Music / Orchestral,65,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Anxiety,Elevated Plus Maze,,Time in open arms,percentage,%,Not reported,1,Figure 2,Sampaio_2017_fig_2b_female,control_,music.therapy,control_music.therapy,Yes,,10,10,2.542,1.029,3.254,,18.886,2.542,8.04,,,No,,No,Not reported,not reported,No,,No,,1,3,Sampaio_2017_PSYNEURO_Ex-ID,-1.0323739099489728,0.03214718678042742
