ES_ID,Title,DOI,Publish_in,Study_ID,Year,Ex_ID...7,Exp_note,Outcome_ID,Outcome_notes,Species_latin,Species_common,Strain,Sex,Lifestage_exposure,Lifestage_exposure_notes,Lifestage_testing,Lifestage_testing_notes,Experimental_design,Experimental_design_notes,Comparison_structure,Combined_manipulation,Combined_manipulation_notes,Induced behaviour,Inducing_procedure,Inducing_procedure_notes,Lifestage_inducing_procedure,Lifestage_inducing_procedure_ notes,Inducing_procedure_duration,Inducing_procedure_duration_notes,Experimental_procedures,Experimental_procedures_notes,Relative_timing,Timing_notes,Test_sequence,Test_sequence_notes,Exposure_duration,Exposure_notes,Exposure_span,Exposure_span_notes,Music_exposure_duration,Music_timing,Music_type,Music_notes,Meta_genre,Loudness,Frequency,Stimulus_reporting,Control_conditions,Control_loudness,Control_notes,Control_frequency,Control_stimulus_reporting,Outcome_type,Assay_type,Assay_type_notes,Measurment_variable,Data_type,Data_units,Measurement_timing,Timing_reporting,Data_source,Data_file,C_ID,Ex_ID...65,Comparison,Higher_better,Higher_better_notes,C_n,Ex_n,C_mean,C_SE,C_SD,C_CI,Ex_mean,Ex_SE,Ex_SD,Ex_CI,Stat_comment,ROB_guideline,ROB_guideline_name,ROB_blinding,ROB_randomization,ROB_rand_method,ROB_attrition,ROB_attrition_notes,ROB_selective_reporting,ROB_selective_reporting_notes,Overall_rob,Reporting_quality,Cohort_ID,lnRR,lnRR_var,lnCVR,lnCVR_var,lnCVR_unstd
es235,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out001,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in open arms,time,s,light phase,2,Figure 1,Camargo_2013_fig_1A,0.silence_,0.music,0.silence_0.music,Yes,,10,10,34.841,6.968,22.035,,76.114,14.204,44.918,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.781437362,0.074825261,-0.06923085520945435,0.18593637221550735,-0.06923085520945435
es236,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Time in closed arms,time,s,light phase,2,Figure 1,Camargo_2013_fig_1B,0.silence_,0.music,0.silence_0.music,No,,10,10,169.29,17.274,54.627,,164.683,18.042,57.055,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.027590807,0.022415432,-0.0710782556338028,0.13352654306113598,0.0710782556338028
es237,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Camargo_2013_fig_1C,0.silence_,0.music,0.silence_0.music,Yes,,10,10,3.287,0.577,1.824,,8.304,0.857,2.709,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.926762032,0.041435368,-0.5312143602906322,0.15254647950380715,-0.5312143602906322
es238,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out004,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Closed arm entries,count,N/A,light phase,2,Figure 1,Camargo_2013_fig_1D,0.silence_,0.music,0.silence_0.music,No,,10,10,11.398,1.209,3.823,,11.521,1.431,4.525,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,-0.010733556,0.026676092,-0.1578485667945049,0.13778720305622136,0.1578485667945049
es239,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out005,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Elevated Plus Maze,,Risk assessment,time,s,light phase,2,Figure 1,Camargo_2013_fig_1E,0.silence_,0.music,0.silence_0.music,Yes,,10,10,74.858,7.372,23.314,,86.767,10.208,32.28,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.147633379,0.023540369,0.1777604254398392,0.13465147993956433,0.1777604254398392
es240,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out006,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Motion,time,s,light phase,2,Figure 2,Camargo_2013_fig_2A,0.silence_,0.music,0.silence_0.music,Yes,,10,10,121.61,11.017,34.839,,153.814,16.525,52.258,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.234924877,0.019750029,0.170530662996796,0.13086113977553251,0.170530662996796
es241,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out007,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Motion,distance,m,light phase,2,Figure 2,Camargo_2013_fig_2B,0.silence_,0.music,0.silence_0.music,Yes,,10,10,4.3,0.377,1.192,,4.887,0.503,1.589,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,0.127963596,0.018256645,0.15950872332292002,0.12936775597177222,0.15950872332292002
es242,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out008,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Immobility,time,s,light phase,2,Figure 2,Camargo_2013_fig_2C,0.silence_,0.music,0.silence_0.music,No,,10,10,110.891,15.05,47.591,,128.317,23.762,75.143,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,-0.145956028,0.05271187,-0.310793269168836,0.16382298149106725,0.310793269168836
es243,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out009,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Rearing,time,s,light phase,2,Figure 2,Camargo_2013_fig_2D,0.silence_,0.music,0.silence_0.music,Yes,,10,10,56.201,10.914,34.513,,38.763,6.9,21.819,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,-0.371468367,0.069395436,-0.08708654788788942,0.18050654680227915,-0.08708654788788942
es244,Adjuvant effects of classical music on simvastatin induced reduction of anxiety but not object recognition memory in rats,10.3922/j.psns.2013.3.19,Psychology & Neuroscience,Camargo_2013_PSYN,2013,ex001,,out010,,Rattus norvegicus,Rat,Wistar,Male,Young adult,3-5 months,Mixed,young adults + adults,Factorial,,Independent,,,Innate,,,,,,,None,,Before,,Single trial,,5,,30,,Medium,light phase,classical,,Western Art Music / Orchestral,65-75,100-16000,2,ambiet sound,50,,Not applicable,2,Anxiety,Open Field Test,,Grooming,time,s,light phase,2,Figure 2,Camargo_2013_fig_2E,0.silence_,0.music,0.silence_0.music,Yes,,10,10,20.698,9.097,28.768,,7.717,2.658,8.404,,,No,,No,Yes,not reported,No,,No,,2,8,Camargo_2013_PSYN_Ex-ID,-0.98661139,0.311777562,-0.24394448553594056,0.42288867272291064,-0.24394448553594056
es245,Effects of music on stress induced hormones and oxidative stress levels,10.17826/cumj.735738,Cukurova Medical Journal,Terzioglu_2020_CMJ,2020,ex001,,out001,,Rattus norvegicus,Rat,Wistar,Mixed,Mixed,infantile to juvenile,Adolescent,30 d,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,1,,11,,Short,Not reported,classical,,Western Art Music / Orchestral,60,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Tail Suspension Test (TST),,Immobility,time,s,Not reported,0,Figure 1,Terzioglu_2020_fig_1,control_,Classical,control_Classical,No,,12,11.333,62.205,12.441,43.097,,103.937,7.559,25.071,,,No,,Yes,Yes,not reported,No,,No,,3,4,Terzioglu_2020_CMJ_Ex-ID,-0.513349564,0.045134234,1.0521570411790158,0.13897743677501945,-1.0521570411790158
es246,Effects of music on stress induced hormones and oxidative stress levels,10.17826/cumj.735738,Cukurova Medical Journal,Terzioglu_2020_CMJ,2020,ex001,,out002,,Rattus norvegicus,Rat,Wistar,Mixed,Mixed,infantile to juvenile,Adolescent,30 d,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,1,,11,,Short,Not reported,Rock,,Popular Contemporary Music,120,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Tail Suspension Test (TST),,Immobility,time,s,Not reported,0,Figure 1,Terzioglu_2020_fig_1,control_,rock,control_rock,No,,12,11.333,62.205,12.441,43.097,,75.591,10.709,35.517,,,No,,Yes,Yes,not reported,No,,No,,3,4,Terzioglu_2020_CMJ_Ex-ID,-0.194901846,0.059480142,0.3854096678902328,0.15332334466494033,-0.3854096678902328
es247,Effects of music on stress induced hormones and oxidative stress levels,10.17826/cumj.735738,Cukurova Medical Journal,Terzioglu_2020_CMJ,2020,ex001,,out003,,Rattus norvegicus,Rat,Wistar,Mixed,Mixed,infantile to juvenile,Adolescent,30 d,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,1,,11,,Short,Not reported,sufi,,Traditional Music / Folk / World,30,Not reported,1,ambiet sound,Not reported,,Not applicable,0,Depression,Tail Suspension Test (TST),,Immobility,time,s,Not reported,0,Figure 1,Terzioglu_2020_fig_1,control_,sufi,control_sufi,No,,12,11.333,62.205,12.441,43.097,,53.701,7.087,23.504,,,No,,Yes,Yes,not reported,No,,No,,3,4,Terzioglu_2020_CMJ_Ex-ID,0.147003759,0.056903602,0.45634489839197234,0.15074680498945905,-0.45634489839197234
es248,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex001,,out001,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,ambiet sound,40,,Not applicable,2,Anxiety,Open Field Test,,Motion,distance,m,light phase,2,Figure 1,Li_2010_fig_1A,wild.ambient_,wild.music,wild.ambient_wild.music,Yes,,7.5,7.5,41.531,1.466,5.285,,40.635,1.629,5.872,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,-0.021810372,0.004943419,0.12713304411666465,0.15878957275296243,0.12713304411666465
es250,Anxiolytic effect of music exposure on BDNFMet/Met transgenic mice,10.1016/j.brainres.2010.05.080,Brain Research,Li_2010_BR,2010,ex001,,out001,,Mus musculus,Mouse,C57BL/6,Male,Young adult,2-3 months,Young adult,,Factorial,Randomized block - assigned by age,Independent,No,,Innate,,,,,,,None,,Before,,Single trial,,6,,21,,Short,dark phase,mixed,,Mixed,50-60,300-10000,2,white noise,60,,300-10000,2,Anxiety,Open Field Test,,Motion,distance,m,light phase,2,Figure 1,Li_2010_fig_1A,wild.wn,wild.music,wild.wnwild.music,Yes,,7.5,7.5,39.169,3.746,13.506,,40.635,1.629,5.872,,,No,,Yes,Yes,not reported,No,,No,,3,9,Li_2010_BR_Ex-ID,0.036744147,0.01863711,-0.869682886435903,0.1724832638230523,-0.869682886435903
es256,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,1519.174,194.69,701.966,,1787.611,76.696,276.532,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.162713325,0.017588116,-1.0942717486309572,0.09758811633521965,-1.0942717486309572
es257,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out002,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,178.475,53.812,194.021,,467.265,74.439,268.395,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.962448013,0.11197977,-0.6379546377763426,0.19197976994558325,-0.6379546377763426
es259,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex001,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,6.545,1.316,4.746,,13.382,1.463,5.273,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.715209121,0.050450655,-0.6099118184640012,0.13045065488490887,-0.6099118184640012
es260,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,1480.826,147.493,531.792,,1787.611,76.696,276.532,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,0.188280051,0.011325645,-0.8422059401720186,0.09132564477413484,-0.8422059401720186
es261,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out002,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,163.229,34.081,122.88,,467.265,74.439,268.395,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,1.051742426,0.066418474,-0.2704909191141897,0.14641847358545354,-0.2704909191141897
es263,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex002,,out004,,Mus musculus,Mouse,Slc:ddY,Female,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,6.837,1.243,4.482,,13.382,1.463,5.273,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,0.671561481,0.043334198,-0.509031396259371,0.1233341975567009,-0.509031396259371
es264,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,implanted placebo pellet,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 2,Chikahisa_2007_fig_2A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13,13,4160.156,292.969,1056.314,,3984.375,375,1352.082,,,No,,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.043172112,0.013817471,0.29003224887084694,0.09715080384923182,0.29003224887084694
es266,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex006,,out001,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,implanted placebo pellet,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Open Field Test,,Motion,distance,cm,light phase,2,Figure 2,Chikahisa_2007_fig_2A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13,13,2882.813,328.125,1183.072,,3984.375,375,1352.082,,,No,,No,Yes,not reported,Yes,10 sham are missing,Yes,don’t mention attrition,1,5,Chikahisa_2007_BBR_Ex-ID,0.323613908,0.021813393,-0.1900827269258977,0.10514672607306041,-0.1900827269258977
es268,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out001,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,1380.531,129.794,467.977,,1427.729,156.342,563.7,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.033616862,0.020058871,0.15248618344736145,0.10005887147711431,0.15248618344736145
es269,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out002,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,182.063,43.049,155.217,,320.179,68.161,245.76,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,0.564527433,0.097481378,-0.10499612125001342,0.1774813776357164,-0.10499612125001342
es271,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex003,No mentioned in methods,out004,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,13.5,13.5,6.947,0.914,3.296,,6.764,0.914,3.296,,,No,,No,Yes,not reported,No,,No,,2,7,Chikahisa_2007_BBR_Ex-ID,-0.026695481,0.034262927,0.02669548067441011,0.11426292745634278,0.02669548067441011
es272,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out001,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1A,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,1477.876,159.292,574.336,,1427.729,156.342,563.7,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.034520852,0.022734265,0.015828456024888506,0.10273426539380988,0.015828456024888506
es273,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out002,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Distance open arm,distance,cm,light phase,2,Figure 1,Chikahisa_2007_fig_1B,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,240.359,61.883,223.124,,320.179,68.161,245.76,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,0.286746575,0.107473766,-0.19011879614268612,0.18747376647473407,-0.19011879614268612
es275,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex004,No mentioned in methods,out004,,Mus musculus,Mouse,Slc:ddY,Male,Unclear,,Unclear,,Posttest-Only Control Group,,Independent,No,,Innate,,,,,,,None,,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,white noise,70,,Not reported,1,Anxiety,Elevated Plus Maze,,Open arm entries,count,N/A,light phase,2,Figure 1,Chikahisa_2007_fig_1D,WHITENOISE_,MUSIC,WHITENOISE_MUSIC,Yes,,13.5,13.5,6.837,0.951,3.428,,6.764,0.914,3.296,,,No,,No,Yes,not reported,No,,No,,2,6,Chikahisa_2007_BBR_Ex-ID,-0.010734608,0.036210275,-0.028532780792985123,0.11621027511391555,-0.028532780792985123
es276,Anxiolytic effect of music depends on ovarian steroid in female mice,10.1016/j.bbr.2007.01.010,Behavioural Brain Research,Chikahisa_2007_BBR,2007,ex005,,out003,,Mus musculus,Mouse,Slc:ddY,Female,Young adult,11 w to 13 w,Young adult,,Factorial,,Independent,Yes,,Innate,,,,,,,Sham,sham operated,Both,,Single trial,,0.6,,1,,Acute,light phase,classical,Mozart k.448,Western Art Music / Orchestral,65-75,Not reported,1,ambiet sound,55,,Not applicable,2,Anxiety,Elevated Plus Maze,,Motion,distance,cm,light phase,2,Figure 3,Chikahisa_2007_fig_3A,SILENCE_,MUSIC,SILENCE_MUSIC,Yes,,12.5,12.5,1027.228,96.535,348.061,,990.099,81.683,294.513,,,No,,No,Yes,not reported,Yes,,Yes,don’t mention attrition,1,6,Chikahisa_2007_BBR_Ex-ID,-0.036814253,0.01626325,-0.1302403540355788,0.10321977217499263,-0.1302403540355788
